parcel_id,producer_name,region,culture,type_sol,ph_sol,pluviometrie_annuelle,temperature_moy_celsius,humidite_relative_pct,teneur_matiere_organique_pct,surface_hectares,annee,rendement_kg_ha
81de8700-1b52-4c2f-a8e6-a03342f76c81,Étienne Lucas,Louga,Arachide,Ferralitique,5.6,355.4,25.2,38.6,1.75,7.41,2018,728.7
26bc0940-f628-4317-b0e3-be09d0d58436,Margot Jourdan,Louga,Arachide,Dior,7.2,306.4,28.2,54.0,1.57,11.36,2018,678.0
cfb54353-5530-445b-b519-7d8531616075,Sébastien Lecoq,Louga,Arachide,Sablonneux,5.3,257.9,28.8,39.2,0.62,8.42,2018,529.2
a719113e-a204-4e92-ac59-fa6e99329064,Augustin Boucher,Louga,Mil,Ferralitique,6.2,301.9,27.4,61.7,1.99,48.57,2018,504.5
6e063a96-138a-475e-9348-9a09acef21d7,Marguerite Jacques,Louga,Mil,Dior,7.0,301.9,31.7,75.1,0.79,38.55,2018,360.7
5096338e-4db0-4fb8-9cd9-d36fb2f15628,Nicole Lefebvre,Louga,Arachide,Limoneux,6.3,348.9,25.9,88.3,1.63,38.22,2018,681.4
a6da6983-9522-426b-a327-3a6fa80926b1,Joseph Pottier,Louga,Mil,Dior,7.6,415.8,25.6,66.5,1.25,8.07,2018,549.9
b78d97f6-4675-4951-be37-e3156ccd2065,Colette Da Silva,Louga,Mil,Sablonneux,6.8,366.7,24.1,85.7,1.72,44.0,2018,569.6
bec06ca0-e4fe-4055-8896-c746926b6cf3,Dorothée-Clémence Leleu,Louga,Arachide,Dior,5.7,243.7,28.4,86.8,1.1,4.74,2018,542.8
7b5501ea-644b-4e45-8990-1cc5c468e882,Colette Guérin,Louga,Mil,Argileux,7.9,409.1,28.3,37.7,1.83,24.03,2018,539.5
9b34fa9b-9d20-4bc8-9262-333d78f3dd35,Noël Dumas,Louga,Arachide,Argileux,6.6,340.7,27.4,85.7,2.02,37.89,2018,719.4
f48d65c5-23a7-4980-97af-0d9a4c2d8ff3,Pénélope Arnaud,Louga,Arachide,Limoneux,6.2,231.7,26.6,56.3,2.18,26.12,2018,590.2
8e9b7c9e-16de-4e57-95ef-ccc22c7e0f38,Alphonse Noël,Louga,Mil,Dior,5.2,313.1,30.1,43.8,0.55,11.4,2018,350.3
4d7dbf4c-b992-43c8-8f2d-bb2c1fbec85e,Pierre Salmon-Picard,Louga,Mil,Limoneux,5.7,377.5,24.5,34.3,2.76,12.28,2018,635.1
67c77fc0-378c-457d-877c-18b79929b55a,Adrien Devaux-Vallée,Louga,Mil,Dior,6.6,375.9,27.2,64.6,2.31,12.53,2018,552.8
adf11b49-7eed-4400-81bc-e3e465d357d8,William Lebreton,Louga,Arachide,Ferralitique,5.6,295.8,29.2,51.3,0.74,20.85,2018,578.4
b0601ccf-afde-4b18-9ba8-f6c31976c2b8,Émile Schmitt,Louga,Mil,Sablonneux,7.0,432.5,29.9,33.6,2.96,36.55,2018,640.2
b01571dc-afb4-4c5e-9543-bab1f66d4614,Jacqueline Maillot,Louga,Mil,Ferralitique,5.7,282.9,27.4,38.4,0.98,9.58,2018,402.0
175b58e6-b085-4680-936f-bd911c2d5098,Charles de Couturier,Louga,Mil,Dior,6.3,376.5,30.0,35.9,2.65,32.78,2018,549.5
8ede8f26-989a-492a-ac86-56a964a42dec,Andrée Lévy,Louga,Mil,Argileux,7.9,311.7,27.6,40.0,2.82,24.54,2018,508.0
38d78d08-ba3e-42de-808e-2a5856027647,Simone Pinto,Louga,Arachide,Sablonneux,7.7,261.5,25.6,89.1,0.91,13.63,2018,582.2
7a6a91f9-f862-496f-a9ac-50acd1b51969,Sabine Gautier,Louga,Arachide,Dior,5.9,415.0,30.7,69.7,2.24,24.59,2018,715.2
3a4a41f2-08d6-4d8c-8b03-79fd76a42882,Arnaude Payet,Louga,Mil,Dior,7.9,344.2,30.0,33.7,1.95,16.02,2018,444.7
6c53c96b-53d0-4255-a35b-1501d2f9df3a,Zacharie Traore,Louga,Arachide,Argileux,6.5,378.9,26.7,33.4,2.63,25.64,2018,834.0
50df171b-d003-46ea-912a-7f74b4787c9c,Bertrand de la Labbé,Louga,Mil,Argileux,6.8,378.9,31.1,54.2,2.19,47.11,2018,512.1
c01d1b62-ae9b-4b3b-96de-c49b013dd85c,Patrick Berthelot,Louga,Mil,Dior,6.9,347.1,31.1,63.9,1.55,16.16,2018,429.2
da4c08e0-fbae-43b6-adbd-f1c7068f253a,Stéphanie du Cordier,Louga,Arachide,Limoneux,5.7,200.0,29.6,57.4,1.49,46.49,2018,572.3
3ceec818-2192-4781-840d-ea6794854a7b,Vincent-Guillaume Michaud,Louga,Mil,Sablonneux,6.4,357.0,27.4,34.4,3.0,11.05,2018,561.3
139f70fa-2f41-4c1e-b906-c1c5ff5455b0,Michèle de Nicolas,Louga,Arachide,Limoneux,7.6,357.3,24.0,47.1,2.7,22.19,2018,803.6
57d1abe6-59c2-4d51-83b8-40b840b15da0,Timothée Millet,Louga,Arachide,Dior,6.8,332.4,28.7,30.5,2.97,40.95,2018,738.9
ba5cb289-40ef-4bc5-b537-69bc29cd6a08,Sébastien Dupont,Louga,Mil,Sablonneux,7.8,468.2,27.0,83.4,0.84,37.25,2018,489.2
1a052303-354b-40d2-a6f3-fb4e560b1424,Martin Perrin,Louga,Arachide,Argileux,6.8,285.3,27.0,71.2,2.29,42.72,2018,679.2
c9f8bcfe-9f55-4423-b898-4dfbc258856a,André Sauvage,Louga,Arachide,Sablonneux,7.7,423.2,28.7,68.1,2.62,41.55,2018,751.4
ecc09664-fc72-42ab-9781-618457196536,Dorothée Gauthier,Louga,Arachide,Limoneux,7.3,307.6,29.0,39.7,2.09,22.37,2018,688.6
ed1b0a59-b048-40b2-82e8-873484cc2bd4,Noémi Morel de la Pierre,Louga,Mil,Argileux,5.3,357.8,29.9,62.7,2.86,41.81,2018,553.0
522ee63c-f34f-4e44-a3a5-6626666327cb,Honoré Thibault,Louga,Mil,Limoneux,6.3,293.8,27.3,83.9,0.6,39.91,2018,412.3
3c65290e-a35c-4e06-abb0-d100e0a593f1,Roland Hebert,Louga,Arachide,Sablonneux,5.6,318.6,25.1,51.2,1.12,28.21,2018,655.2
5116711b-748f-45f1-b45d-438f0c6c02c5,Patrick Duval,Louga,Mil,Argileux,7.8,373.7,28.5,88.6,1.09,40.63,2018,488.0
2aa6e7aa-b731-4287-80e9-0f93a58fee16,Audrey Cohen du Laporte,Louga,Mil,Ferralitique,5.5,350.4,27.5,78.1,2.81,43.27,2018,592.4
d3cddaa7-f671-4401-8c03-89fec1273804,Zoé Besnard,Louga,Arachide,Ferralitique,5.5,236.8,27.2,82.3,2.25,43.0,2018,605.9
2b259df0-0d27-4a2b-a14b-703a580c25c4,Renée Ferrand Le Pineau,Louga,Arachide,Argileux,6.0,322.6,26.4,43.4,2.55,33.17,2018,724.3
4f0a7b1f-99ca-425b-9184-0502a1af358f,Aurélie Navarro-Parent,Louga,Arachide,Limoneux,7.6,337.1,28.8,51.1,2.92,25.72,2018,784.4
2a3abd18-9995-4abd-a050-b9abef54fe2e,David Perret,Louga,Arachide,Limoneux,7.8,500.9,28.3,40.7,0.79,48.15,2018,667.1
339a8cf1-27e0-43e9-a551-ecbe0d9511e9,Monique du Pineau,Louga,Mil,Limoneux,6.8,370.6,27.9,56.2,1.36,49.22,2018,451.7
96dd1625-9da5-497e-9f47-e677741d011c,Victor Vallet du Lemaître,Louga,Mil,Sablonneux,5.8,200.0,27.9,61.2,2.27,40.42,2018,423.8
436d03d9-708b-4528-917c-481731a9476a,Gilbert de Fournier,Louga,Mil,Limoneux,6.1,354.8,32.9,67.4,0.67,33.34,2018,360.1
af432659-8abe-4744-bf53-eaa34f621cc9,Christophe Gillet-Baron,Louga,Arachide,Limoneux,6.5,334.6,28.6,54.1,2.17,15.13,2018,656.1
57abc49c-5c3c-4b41-a7f1-e33e8818c24b,Océane Bonneau,Louga,Arachide,Argileux,7.0,347.2,25.7,66.9,1.45,15.4,2018,669.6
14de4145-5838-4866-aa90-3936945c3b82,Laure-Bernadette Le Goff,Louga,Mil,Dior,5.9,441.4,29.5,66.4,1.03,16.45,2018,484.3
b67a019c-5c8d-4345-934c-eb94d0e3acd8,Théodore Lamy de Arnaud,Louga,Mil,Argileux,6.5,413.3,26.2,69.5,2.48,14.55,2018,624.0
a055741e-47c8-4cbc-b2d5-c27298d451ea,Édouard Carre,Louga,Arachide,Argileux,5.3,462.2,25.2,70.4,2.88,11.62,2018,856.6
9742e67c-8859-472b-a600-fecb12225395,François Barbe,Louga,Mil,Dior,5.1,396.9,32.4,81.0,2.96,4.1,2018,544.3
4315278f-c17c-4f1a-ab08-c05e3341227e,Élisabeth Bailly,Louga,Mil,Ferralitique,7.2,270.8,26.9,44.6,1.46,32.97,2018,394.3
cfde5cf5-c9ae-4d58-b8a7-b510af8f97c4,Capucine Gauthier,Louga,Mil,Dior,7.3,358.0,27.0,57.9,1.05,28.09,2018,492.0
8e81891b-e019-4bd4-97b4-a365abdb6c72,Marc Gallet,Louga,Mil,Dior,6.4,225.9,28.1,89.3,2.5,29.97,2018,473.1
28510a10-d9c4-4377-a751-2e8ffbdb5240,Théophile Da Silva-Berger,Louga,Arachide,Dior,6.8,265.0,28.9,55.6,2.3,45.39,2018,644.4
2f0c8241-b1e9-46ae-842c-2a97c9fc2ad9,Émile Weiss,Louga,Mil,Limoneux,7.2,276.4,31.1,75.1,1.69,42.07,2018,393.5
93bc0838-3346-45d4-87b4-d342336c07a3,Margaret Gros,Louga,Arachide,Sablonneux,6.9,287.3,27.4,72.8,1.19,12.11,2018,572.2
4be3be43-f8e8-4945-b9da-e371876f91f3,Jeannine Parent Le Marin,Louga,Mil,Argileux,5.4,415.1,25.5,72.4,1.08,3.68,2018,508.3
d901f4ca-020f-4fec-b104-308ae997a3e3,Colette Chartier,Louga,Arachide,Ferralitique,6.2,368.2,30.6,53.4,1.02,38.6,2018,653.6
a42b650f-590e-4292-b2e9-68103c34b574,Frédéric de Lombard,Louga,Mil,Ferralitique,7.6,221.4,28.4,58.6,2.41,47.17,2018,416.6
1a4a6729-adf6-476b-9cba-01ebc29027e4,Julie Philippe,Louga,Arachide,Ferralitique,7.6,370.8,29.6,62.3,2.88,36.86,2018,819.5
2bbb3f61-aaa0-4020-8bd4-a05120efddb7,Gilbert Hernandez,Louga,Mil,Ferralitique,6.5,251.0,25.4,31.7,1.18,17.14,2018,422.5
6924fc55-0f7f-49bd-8606-d86d9010f73c,Étienne Laine,Louga,Arachide,Argileux,7.2,391.8,28.6,88.8,2.6,26.94,2018,833.9
73489624-07e6-41e5-a543-f3051219e625,Marc Ruiz-Legros,Louga,Mil,Ferralitique,5.3,370.0,28.7,40.9,1.57,13.38,2018,473.1
f56270ac-3ecd-4512-a604-696fc6d00b27,Audrey Étienne,Louga,Arachide,Ferralitique,6.0,295.6,28.5,46.7,2.4,47.58,2018,677.3
b146ec19-faa6-4c8c-808c-254a46b0b7be,Mathilde Adam,Louga,Mil,Sablonneux,6.4,373.4,26.6,90.0,2.37,17.82,2018,577.6
41ce0d2e-a8d3-4b7e-b008-90a2f1a4a2e3,André Le Renard,Louga,Mil,Argileux,7.3,499.3,28.9,80.4,2.87,31.26,2018,642.6
94052742-cfa4-47e0-8c3e-0625139f456f,Henri Lecomte du Gay,Louga,Arachide,Argileux,7.0,254.7,29.3,57.9,1.91,13.18,2018,596.2
584b48c1-a1cb-452f-a6a3-1559bf6cb8b6,Audrey Salmon,Louga,Mil,Limoneux,7.3,272.0,29.6,36.5,0.91,1.77,2018,364.6
bcf58ce9-b63b-40b0-a4b5-9d33fc09e343,Agnès Vincent,Louga,Arachide,Sablonneux,6.2,442.7,26.4,65.5,2.29,41.61,2018,780.5
aa19e9ae-f7de-4369-a9b0-12df6e64841b,Véronique Laporte,Louga,Arachide,Sablonneux,7.6,427.1,28.8,77.8,2.0,28.51,2018,699.1
b15e20d4-6acc-4910-96e8-d8c706f1b638,Philippe Baudry,Louga,Arachide,Limoneux,7.0,415.8,31.8,30.8,0.67,21.29,2018,601.7
9b0bf467-af12-4a8d-af10-aa5428ca0c9c,Madeleine Leconte-Grenier,Louga,Arachide,Ferralitique,7.9,330.4,26.5,72.4,2.09,22.06,2018,728.5
bdb30b57-e9f4-4962-9718-4fdf940141b3,Thomas Turpin,Louga,Arachide,Ferralitique,6.8,278.8,26.4,57.9,2.8,41.37,2018,729.6
ab5ea0d6-f566-4b0a-9806-fa775640bc9e,Martine Labbé,Louga,Arachide,Sablonneux,7.6,343.8,28.7,46.7,2.58,22.81,2018,769.4
ceae7a50-ef13-4b77-81f8-b2ee8ebc0466,Christine Chartier,Louga,Arachide,Limoneux,6.0,372.1,29.7,40.9,1.74,11.0,2018,714.4
c0dd4b18-c240-4948-8b07-682237fbefd7,Bernadette Petit-Fernandes,Louga,Arachide,Limoneux,5.8,351.0,30.9,63.3,1.99,26.07,2018,645.5
e048388f-742d-4eb7-8130-83aa87743a46,Victor Morvan-Lacroix,Louga,Mil,Argileux,7.2,328.8,33.4,71.4,1.72,32.47,2018,421.4
9b795a3e-11e1-4e90-9feb-c4fb16c68d4e,Marguerite Robin Le Martineau,Louga,Mil,Argileux,5.3,400.1,26.3,48.4,1.05,29.29,2018,493.6
5800ea0b-2dae-431d-82db-3f89461e6944,David de la Blondel,Louga,Arachide,Limoneux,6.3,264.3,29.0,51.1,2.36,22.96,2018,633.3
d415c5bd-40fd-43d3-a3c8-24c55f71c2bf,Christophe Deschamps-Vincent,Louga,Mil,Sablonneux,5.4,332.1,29.4,74.6,0.98,47.57,2018,431.3
151c6dc7-c7f4-4122-b5db-d4dfa11f356b,Rémy Morin,Louga,Mil,Dior,5.6,387.9,27.9,88.6,1.71,26.47,2018,498.5
2440378b-4856-4a3b-9e26-87f37228f9f3,Antoine Collin,Louga,Mil,Limoneux,7.5,282.3,25.0,40.8,1.24,1.2,2018,441.7
a758f905-e34d-4183-9761-71a214c9d614,Madeleine-Josette Bourgeois,Louga,Arachide,Limoneux,5.1,314.3,29.7,71.8,0.64,6.75,2018,579.9
70a397ff-4c3c-4d7d-86f2-c33f0eab0dd6,Julie Dufour de Jean,Louga,Arachide,Limoneux,5.3,367.1,25.5,58.2,0.53,22.3,2018,566.7
a8995937-c00e-47e3-8417-fd45c9fd4a74,Daniel Hoarau,Louga,Mil,Sablonneux,5.8,363.9,28.8,79.3,2.65,20.34,2018,512.6
0d3f81b5-79a0-47a6-a485-bd0cb8d18a2a,Thomas Colas,Louga,Mil,Limoneux,5.5,279.3,28.3,35.1,2.53,12.79,2018,486.9
4f3220aa-c7e5-4829-b5dc-fc62da1abeb6,Thomas Guyot,Louga,Arachide,Argileux,6.8,354.7,25.7,76.5,2.48,19.33,2018,812.7
2bf9ed2e-82c8-43d6-bd5e-49614943d33c,Gilbert Maurice,Louga,Arachide,Limoneux,7.6,378.6,29.1,64.1,2.98,3.48,2019,860.7
8cdbdfaa-82c6-4d8c-aa82-082365bf3338,Auguste Lemonnier-Alexandre,Louga,Mil,Argileux,7.8,436.6,30.1,45.9,1.02,4.52,2019,459.1
5c619a1b-946d-4eae-8d54-a7cc1806de49,Aurore Bègue,Louga,Mil,Dior,5.5,239.8,26.1,58.2,1.52,2.12,2019,402.2
b511aeb0-53a1-4e8c-92af-2c07478c294f,Joseph Georges,Louga,Arachide,Argileux,7.1,391.2,29.0,85.4,1.64,39.5,2019,706.1
44014e68-e763-4fb2-b7da-d79ba379cf1b,Chantal Jean,Louga,Mil,Argileux,6.3,391.2,35.7,84.5,1.86,41.42,2019,414.3
0e4f700c-2bca-4ac6-a525-3ab9cd9b206c,Franck-Charles Besson,Louga,Mil,Dior,7.4,395.7,30.3,85.3,1.99,22.24,2019,511.8
6180f91a-fae0-45b6-80c0-8e56d78518c4,Nicole Thomas,Louga,Arachide,Dior,7.1,426.3,29.3,62.4,2.86,22.17,2019,843.7
02923dda-a0a1-4b26-a136-ae14f46fa41d,Sophie-Renée Rivière,Louga,Arachide,Sablonneux,7.2,324.8,29.5,35.5,2.01,48.11,2019,706.2
efa62473-55ff-4028-b3d0-71b791d24641,Gabrielle-Emmanuelle Petit,Louga,Mil,Limoneux,8.0,288.2,27.5,64.6,2.18,38.27,2019,452.2
33d6b6cc-0b0d-45a0-969b-9b6c6dae815e,Matthieu de la Lefebvre,Louga,Arachide,Dior,7.7,311.2,28.2,56.2,0.95,40.81,2019,623.4
96276e6f-8d7a-4b37-a0a3-908afdc8008b,Laurence Weber-Chevalier,Louga,Arachide,Sablonneux,6.0,535.2,24.3,81.5,1.33,16.83,2019,829.3
102255b9-3709-4d46-b419-edfec1e00831,Bernadette Rodrigues,Louga,Arachide,Dior,7.0,404.9,24.8,32.2,1.5,4.86,2019,690.7
cec45dfd-b3f5-4597-9bb0-f96c51af4963,Lucy Bègue,Louga,Mil,Dior,7.9,312.2,30.2,79.5,1.51,0.56,2019,455.2
be3ec7c0-8d9f-4f22-a2c4-dcdead334c04,Susan Jacquot,Louga,Arachide,Limoneux,6.2,355.1,25.8,67.4,0.97,25.18,2019,620.9
aba219de-66e1-49e3-8baf-5c2fcf42de27,Cécile Mary,Louga,Mil,Limoneux,5.6,292.8,29.4,56.3,1.87,35.06,2019,417.6
1cfe6642-b5fa-4d8f-a768-1eb319325946,Gilles Pires de Hoareau,Louga,Mil,Sablonneux,7.1,291.6,28.4,63.1,1.28,5.11,2019,452.0
daf29cf4-787e-41be-a92f-0649c54c41d4,Brigitte Mary,Louga,Mil,Argileux,6.4,353.6,26.7,59.9,0.79,35.97,2019,444.6
a61e1823-6da2-4c78-968b-482e0bfe11f7,Alexandre du Duhamel,Louga,Arachide,Ferralitique,6.2,521.5,29.3,44.6,1.71,27.79,2019,779.8
d46de1e7-5bf6-4497-bb94-d205c313d785,Josette Lecoq,Louga,Mil,Ferralitique,7.6,200.0,28.4,50.4,1.19,39.49,2019,340.9
36328fe8-e45c-434e-9f29-64041871d1c6,Joseph Goncalves,Louga,Mil,Dior,5.8,297.1,29.7,64.8,1.25,33.17,2019,433.6
9b248862-c7b0-40e5-8b82-dd917a71f843,Alphonse Pires,Louga,Arachide,Dior,6.6,286.6,27.8,75.8,1.36,19.17,2019,640.1
12f3b527-2771-496f-9785-594e264f6cbd,Éléonore Sanchez,Louga,Mil,Ferralitique,7.9,390.4,29.7,44.0,1.1,38.89,2019,426.1
b2398422-0199-4403-b708-c4628e0468cd,Audrey Pinto,Louga,Arachide,Ferralitique,7.1,254.0,27.3,89.3,2.53,39.72,2019,685.9
43d1c979-cb11-44cd-8749-65c011098155,Véronique Bailly,Louga,Mil,Dior,6.5,312.0,26.7,87.9,0.59,16.93,2019,379.3
92424a54-ba12-4026-b9b4-e34bfc69062e,Aimé Bazin Le Dos Santos,Louga,Arachide,Sablonneux,5.3,491.2,28.8,73.3,2.78,20.79,2019,905.2
13629a6e-0d38-4818-86ec-08ff361e7e46,Patricia de la Michel,Louga,Mil,Limoneux,5.2,249.1,29.8,50.3,2.45,34.79,2019,451.3
94a1ae58-3b43-4ebb-be2b-6b76f56e40f9,Sylvie Regnier,Louga,Arachide,Ferralitique,7.6,519.8,30.1,87.2,2.65,31.53,2019,937.4
89e55431-852d-4e72-9964-f3fbbcd2164e,Virginie Baudry,Louga,Arachide,Sablonneux,7.6,228.5,27.0,44.1,0.59,34.38,2019,485.0
22c4e32d-d0e6-4429-8069-160f27a2ba7e,Arnaude Perrin,Louga,Mil,Sablonneux,7.2,451.4,26.6,75.6,1.58,35.34,2019,530.2
bf3452a4-2fe9-4710-993c-023ba9dd6fad,Dominique de Barre,Louga,Mil,Sablonneux,7.1,385.5,29.5,49.5,2.76,3.28,2019,552.9
b658e12c-b229-45cf-88e0-c3fac21c4b22,Hugues Durand,Louga,Arachide,Dior,5.4,275.8,27.9,70.9,1.83,9.41,2019,595.2
9fd1da2a-ca16-42a5-8afd-6611b75652c3,Frédéric Caron Le Martel,Louga,Arachide,Dior,6.9,200.0,26.0,38.6,1.1,23.33,2019,505.2
84bc9bf6-52c2-45e6-be37-c40f3630f5c3,Dominique Dias,Louga,Arachide,Ferralitique,7.0,329.8,25.5,84.1,2.75,34.04,2019,724.6
7932d2bd-2da4-4b99-a794-e3a103d1278a,Grégoire Dijoux,Louga,Arachide,Limoneux,7.8,480.6,25.1,68.3,2.97,21.5,2019,889.7
44bc6123-9176-449a-a49f-97d7a862b63d,Madeleine Klein,Louga,Arachide,Ferralitique,5.6,314.8,28.3,36.4,1.46,19.38,2019,610.4
ba5b8cf5-81fa-44ff-bd73-256118a50ca8,Gérard Riou,Louga,Arachide,Ferralitique,8.0,465.3,25.1,46.5,1.24,28.51,2019,758.6
ff402dfe-c143-43bc-b3a9-4173bed02a70,Émile Masson,Louga,Mil,Limoneux,7.7,443.1,28.0,76.5,2.36,11.89,2019,630.0
5d4fee85-c696-44f6-9096-917bc76afc18,Eugène Lamy,Louga,Mil,Argileux,6.9,271.5,28.9,67.7,2.05,45.22,2019,454.4
e2cd464a-f502-4057-922b-11bd2ba2a2e2,Claude Leroy,Louga,Arachide,Limoneux,7.4,365.9,26.8,73.9,0.58,4.96,2019,573.4
d24a4d36-b299-4c59-a18f-9069993ab0fe,Gérard Blanchard-Perret,Louga,Arachide,Dior,5.5,355.6,27.2,82.6,0.83,18.61,2019,606.1
124b5d5d-eb56-4f3e-a0d8-a8e5583fd62c,Renée Jean,Louga,Arachide,Ferralitique,7.5,359.1,29.3,88.0,1.14,15.11,2019,659.4
4d983c15-a9a7-4808-b477-4926725b4ed7,Eugène du Bodin,Louga,Mil,Argileux,6.4,476.9,25.5,81.6,0.69,36.35,2019,567.7
828835ce-9602-4d49-b33f-8708925a7b67,Alex Joubert du Pires,Louga,Arachide,Limoneux,5.3,520.6,24.1,62.2,1.49,23.01,2019,834.8
2f8959b7-959b-496e-b045-7b36cb432c98,Chantal Blin-Leconte,Louga,Arachide,Limoneux,6.8,337.9,29.2,36.5,2.56,12.07,2019,673.9
abace515-b640-4447-9514-1a3f8447abd7,Marthe Pages,Louga,Arachide,Sablonneux,7.7,372.5,26.8,68.1,1.05,23.48,2019,660.5
423b5319-b98f-41b7-bd4b-62f34b0bab91,Inès Perez,Louga,Arachide,Sablonneux,5.4,333.4,27.0,48.3,0.61,24.88,2019,536.0
8d4b05c4-cb84-4cf4-abc8-a926a3d73da7,Emmanuelle Roussel de Guillon,Louga,Mil,Dior,6.2,302.9,29.7,55.1,1.43,37.24,2019,400.2
1bf304e9-ec0f-4f6c-96f6-a22c51655e5c,Célina-Sylvie Alves,Louga,Arachide,Dior,7.0,378.6,26.6,54.5,2.58,47.6,2019,726.8
2a211d1e-e1a5-4656-ac6b-0615de7b8f1d,Margaux Lemaître,Louga,Arachide,Argileux,5.7,422.0,28.6,81.3,1.61,5.42,2019,736.6
72b307ee-f187-4b8d-bf8e-8dbc6f09a481,Pauline Moreno,Louga,Arachide,Sablonneux,5.2,415.0,29.3,86.9,1.19,41.3,2019,622.6
acb429c4-7272-477d-b796-bf4d25b2c1ba,Anne Pons,Louga,Mil,Sablonneux,6.9,283.7,26.9,33.0,1.99,17.01,2019,504.8
c3077caf-8911-432d-9d45-c87c923d4990,Michel Goncalves Le Deschamps,Louga,Mil,Argileux,5.2,409.8,29.2,65.2,2.41,40.75,2019,540.7
97fb380e-1d89-4126-b6d6-c867827414c8,Virginie Lefebvre-Henry,Louga,Mil,Limoneux,7.4,348.3,28.2,81.5,1.99,7.66,2019,473.3
0d466b18-9ae0-4cca-9312-551364805d63,Josette Letellier,Louga,Arachide,Sablonneux,7.4,452.2,26.8,37.9,0.77,18.23,2019,699.4
def3dbfb-b8ba-415f-afbf-b57232b08854,Rémy Gauthier Le Lévy,Louga,Arachide,Argileux,5.0,393.8,27.6,74.5,1.16,26.54,2019,685.8
0b034b48-b0cb-46ac-9551-3e3c965766bc,Agathe Breton-Ribeiro,Louga,Arachide,Dior,6.3,332.6,30.2,36.5,1.41,25.44,2019,665.4
96ba7fcb-cbb5-47b7-ba19-7a51987aba99,Alain-Grégoire Goncalves,Louga,Mil,Dior,7.2,416.0,29.6,48.1,2.77,32.35,2019,544.7
6dda17ff-ee39-4120-85a4-07e01a840e95,Manon-Pauline Lombard,Louga,Arachide,Sablonneux,7.5,454.4,28.0,59.4,1.57,45.53,2019,689.7
8a02cc93-aede-48bb-930e-607b0d82a6d9,Tristan Robin,Louga,Mil,Argileux,6.0,404.6,27.4,46.5,0.87,31.84,2019,479.1
a20c2a7c-6adc-41a2-81de-a35969a8acac,Laurent Germain,Louga,Arachide,Limoneux,6.1,375.9,27.7,57.2,1.99,30.47,2019,675.1
74b4b5c0-562e-4afb-bb04-be1d1b9ca932,Jacques Meyer Le Camus,Louga,Mil,Dior,7.6,357.8,29.2,73.3,2.13,11.14,2019,504.3
5fb88100-7bc0-48e5-b161-5160c37a95ab,Anne Roux,Louga,Mil,Ferralitique,6.2,284.5,32.2,55.0,2.57,5.21,2019,444.3
f295415a-cc9f-4f81-bcd4-8f44a473978d,Thibault-Stéphane Maillot,Louga,Arachide,Ferralitique,6.1,269.5,25.6,34.0,0.88,41.67,2019,523.6
907061c9-816b-4041-a945-b0e2269a804a,Camille Lamy,Louga,Mil,Argileux,7.2,442.6,29.6,63.4,1.43,29.53,2019,521.5
8109d2d6-50c7-4401-8f42-a44e24017cc8,Thibaut Lopes,Louga,Arachide,Ferralitique,7.0,399.9,29.3,82.1,1.53,36.19,2019,738.0
c9d43f82-4088-4ddc-b764-cffe2035948d,Nathalie Nicolas-Carlier,Louga,Arachide,Argileux,6.1,349.0,26.2,39.3,1.94,24.37,2019,745.4
